PredictedProbability,MoleculeId
0.2535298,126
0.80230767,127
0.97442985,128
0.94381356,129
0.5145787,130
0.38758618,131
0.24684387,132
0.12633051,133
0.9951013,134
0.9084492,135
0.9923701,136
0.39902446,137
0.99629563,138
0.98069763,139
0.9361665,140
0.96857285,141
0.9999529,142
0.91071594,143
0.36057478,144
0.9855257,145
0.17403223,146
0.87363017,147
0.9411448,148
0.790336,149
0.55620396,150
0.28389087,151
0.9760032,152
0.9659906,153
0.98684627,154
0.9988857,155
0.80282706,156
0.7649181,157
0.9988066,158
0.9996867,159
0.07422366,160
0.96916044,161
0.55523646,162
0.21545045,163
0.9946432,164
0.9993548,165
0.65357137,166
0.9604842,167
0.9768326,168
0.9627679,169
0.9999995,170
0.9995871,171
0.9781332,172
0.38535982,173
0.73868525,174
0.1106207,175
0.96877545,176
0.55973953,177
0.41770405,178
0.99120283,179
0.58894145,180
0.7068573,181
0.99615306,182
0.97796726,183
0.32224354,184
0.99979025,185
0.847143,186
0.99456644,187
0.9394942,188
0.9956051,189
0.96513724,190
0.4212209,191
0.98797786,192
0.4670505,193
0.9449393,194
0.9980463,195
0.52152497,196
0.9968893,197
0.999966,198
0.7650571,199
0.74281394,200
0.9409857,201
0.6555116,202
0.8903073,203
0.5778113,204
0.99774647,205
0.987867,206
0.96065474,207
0.99998975,208
0.9593379,209
0.8474986,210
0.9943832,211
0.7468017,212
0.97963893,213
0.9152247,214
0.98301655,215
0.99916065,216
0.78524536,217
0.76232946,218
0.9999658,219
0.97801775,220
0.983942,221
0.68664753,222
0.39929926,223
0.99837697,224
0.96951765,225
0.98678386,226
0.6399744,227
0.993533,228
0.49751735,229
0.94079816,230
0.8725189,231
0.951568,232
0.98110265,233
0.92992973,234
0.94237864,235
0.96830624,236
0.747911,237
0.7227386,238
0.9516221,239
0.9777245,240
0.5277059,241
0.09900772,242
0.73898244,243
0.9998534,244
0.98443735,245
0.98431754,246
0.41558418,247
0.26223028,248
0.9976088,249
0.36289376,250
0.9904337,251
0.8914727,252
0.46043894,253
0.99850535,254
0.9711842,255
0.7308962,256
0.01850444,257
0.99908495,258
0.92410326,259
0.29475904,260
0.99766374,261
0.19052808,262
0.6561533,263
0.5585507,264
0.31461754,265
0.95667416,266
0.7207816,267
0.5153671,268
0.96239245,269
0.98772556,270
0.9996302,271
0.9922908,272
0.9776203,273
0.81554526,274
0.57342196,275
0.67434144,276
0.96428055,277
0.6716395,278
0.92630595,279
0.26379922,280
0.07307457,281
0.9676312,282
0.9159984,283
0.2043586,284
0.9696008,285
0.994196,286
0.9917584,287
0.7570598,288
0.9845991,289
0.432162,290
0.5657087,291
0.61354154,292
0.9659839,293
0.9957957,294
0.17380401,295
0.6143474,296
0.066387035,297
0.8778424,298
0.92704004,299
0.9990295,300
0.99941254,301
0.024238562,302
0.95481366,303
0.9999924,304
0.9999467,305
0.9750591,306
0.5985942,307
0.99873334,308
0.9061939,309
0.9999963,310
0.9964404,311
0.93544805,312
0.99971634,313
0.442627,314
0.99254215,315
0.06500326,316
0.9993594,317
0.59049416,318
0.66493475,319
0.47799402,320
0.74456584,321
0.96507365,322
0.9225684,323
0.6865564,324
0.25060254,325
0.99746907,326
0.9899532,327
0.99902856,328
0.75437146,329
0.8497921,330
0.9976811,331
0.9117135,332
0.9901065,333
0.7831554,334
0.9793432,335
0.92844284,336
0.94459105,337
0.116811536,338
0.023581514,339
0.99999094,340
0.95313406,341
0.9966061,342
0.12120492,343
0.7741795,344
0.9977379,345
0.99956125,346
0.7597153,347
0.65223,348
0.76825047,349
0.99991167,350
0.2784401,351
0.99236417,352
0.9650584,353
0.10051507,354
0.95153034,355
0.9908958,356
0.9987865,357
0.42073655,358
0.41053092,359
0.9810921,360
0.87544477,361
0.9606191,362
0.9715953,363
0.9978838,364
0.98269904,365
0.9922746,366
0.89071256,367
0.9889299,368
0.1554541,369
0.52791,370
0.87965137,371
0.5660113,372
0.9595984,373
0.11265795,374
0.93467647,375
0.9950447,376
0.9137991,377
0.9895544,378
0.9963438,379
0.1377228,380
0.9999621,381
0.9869913,382
0.9866806,383
0.93777466,384
0.99307257,385
0.87370884,386
0.26613134,387
0.2531104,388
0.15594167,389
0.99999917,390
0.99278146,391
0.9971999,392
0.9930871,393
0.9028315,394
0.9988776,395
0.41248134,396
0.734449,397
0.6143131,398
0.7691992,399
0.9736788,400
0.9971301,401
0.9960849,402
0.34049478,403
0.9765182,404
0.958281,405
0.48738974,406
0.99793375,407
0.8812832,408
0.16747135,409
0.9044815,410
0.99767977,411
0.9999751,412
0.9960087,413
0.69370615,414
0.97903216,415
0.9974966,416
0.83459985,417
0.99945503,418
0.61521524,419
0.784773,420
0.4343642,421
0.8351584,422
0.9841568,423
0.99443084,424
0.9879623,425
0.15074544,426
0.93472695,427
0.8691516,428
0.9885068,429
0.61276805,430
0.9646605,431
0.6278588,432
0.75842535,433
0.5020292,434
0.6459534,435
0.2360494,436
0.63672245,437
0.97409874,438
0.038713384,439
0.63490045,440
0.992687,441
0.91958666,442
0.9968918,443
0.19036733,444
0.97492087,445
0.98541903,446
0.7231092,447
0.35618076,448
0.34595498,449
0.975054,450
0.96517175,451
0.9752324,452
0.6880158,453
0.9968425,454
0.6755915,455
0.99109566,456
0.88865685,457
0.93496865,458
0.29730523,459
0.99964464,460
0.121580504,461
0.9942632,462
0.9288796,463
0.94779205,464
0.9735021,465
0.9236906,466
0.597622,467
0.98442405,468
0.9521034,469
0.4761266,470
0.14736205,471
0.99587125,472
0.43469557,473
0.9875656,474
0.8525157,475
0.43077362,476
0.9420238,477
0.8501832,478
0.44770572,479
0.26264867,480
0.98047775,481
0.94596493,482
0.9491247,483
0.978306,484
0.29739982,485
0.98095655,486
0.70681965,487
0.3096914,488
0.7666574,489
0.9906155,490
0.8634808,491
0.92913663,492
0.9804936,493
0.9950401,494
0.9446595,495
0.98494405,496
0.99197245,497
0.5288638,498
0.8712853,499
0.02594114,500
0.9999347,501
0.99806863,502
0.98555875,503
0.3844858,504
0.9995746,505
0.99664617,506
0.6265287,507
0.912972,508
0.8897805,509
0.55136794,510
0.9945698,511
0.99765414,512
0.64421874,513
0.98454845,514
0.9999845,515
0.017221492,516
0.9927798,517
0.26682854,518
0.7347613,519
0.99709964,520
0.7276639,521
0.99331975,522
0.9979918,523
0.89615715,524
0.99903977,525
0.82120556,526
0.76987904,527
0.9990915,528
0.20659217,529
0.57076776,530
0.9872164,531
0.30319616,532
0.95699483,533
0.5633386,534
0.4924352,535
0.046511233,536
0.99973994,537
0.1308007,538
0.97978884,539
0.7356055,540
0.14299974,541
0.7640755,542
0.5157876,543
0.9287521,544
0.92592067,545
0.9991467,546
0.9995981,547
0.9927424,548
0.9512913,549
0.9996414,550
0.92791337,551
0.85282815,552
0.28990152,553
0.8292251,554
0.017260533,555
0.97103614,556
0.5926214,557
0.929782,558
0.98431987,559
0.99464923,560
0.98493177,561
0.9998422,562
0.73165685,563
0.8703727,564
0.7816376,565
0.4079275,566
0.9221342,567
0.93171453,568
0.8466467,569
0.9988226,570
0.93674463,571
0.9682121,572
0.3947923,573
0.9981939,574
0.25006884,575
0.77825046,576
0.9818554,577
0.9210955,578
0.99521375,579
0.5078641,580
0.92638594,581
0.9777786,582
0.16576238,583
0.9848102,584
0.9996259,585
0.9774476,586
0.99957854,587
0.21458164,588
0.5737015,589
0.99511427,590
0.9901447,591
0.082307994,592
0.9912248,593
0.9946186,594
0.99180824,595
0.4621009,596
0.61059666,597
0.9987503,598
0.99173474,599
0.95840144,600
0.26474613,601
0.75140846,602
0.9960355,603
0.99105376,604
0.99987924,605
0.45586258,606
0.91835994,607
0.65691173,608
0.3376605,609
0.99386734,610
0.99472815,611
0.9754902,612
0.8752248,613
0.8988049,614
0.9657057,615
0.96776485,616
0.80682,617
0.99997604,618
0.0062233685,619
0.9997334,620
0.9136076,621
0.9495756,622
0.7722046,623
0.8481597,624
0.19464244,625
0.99545753,626
0.5648677,627
0.99989736,628
0.26214245,629
0.17519395,630
0.24597184,631
0.5416618,632
0.97781473,633
0.89115673,634
0.9894075,635
0.99103713,636
0.9989135,637
0.4152264,638
0.99031234,639
0.88131434,640
0.25670883,641
0.5884007,642
0.5051678,643
0.11634835,644
0.4291542,645
0.78940594,646
0.59675395,647
0.9999217,648
0.8892456,649
0.8035145,650
0.9645572,651
0.83733404,652
0.6655347,653
0.66074455,654
0.19741745,655
0.9925391,656
0.7589571,657
0.9570911,658
0.9115241,659
0.23063256,660
0.3065621,661
0.96559316,662
0.3373201,663
0.9753103,664
0.9903446,665
0.77749455,666
0.8363622,667
0.98486805,668
0.9022022,669
0.9830458,670
0.6313882,671
0.9997582,672
0.98643327,673
0.9957022,674
0.9822175,675
0.7167207,676
0.71755576,677
0.8769432,678
0.99978346,679
0.14254029,680
0.41247112,681
0.8293759,682
0.11220093,683
0.9914614,684
0.99939823,685
0.5728895,686
0.6364669,687
0.9025142,688
0.15969072,689
0.9546258,690
0.97554785,691
0.96169525,692
0.9882686,693
0.96602565,694
0.15114333,695
0.9028987,696
0.99556136,697
0.9454852,698
0.9930171,699
0.9695346,700
0.3398609,701
0.34008852,702
0.94091743,703
0.99998176,704
0.9994322,705
0.8839658,706
0.999995,707
0.9427407,708
0.98998255,709
0.9929697,710
0.13535146,711
0.99816185,712
0.9162177,713
0.6679753,714
0.9807062,715
0.8767148,716
0.84348387,717
0.9843345,718
0.9998721,719
0.9833038,720
0.98857075,721
0.8513387,722
0.98250717,723
0.8244212,724
0.97081506,725
0.19189541,726
0.56114614,727
0.52254,728
0.5024791,729
0.8981284,730
0.8079939,731
0.9493209,732
0.99800795,733
0.0904218,734
0.19266851,735
0.484429,736
0.35846388,737
0.517854,738
0.9950439,739
0.98877585,740
0.9814456,741
0.9115604,742
0.87751114,743
0.98058885,744
0.86902267,745
0.13466117,746
0.5175038,747
0.9998469,748
0.92201394,749
0.89909714,750
0.111240424,751
0.99718237,752
0.9857136,753
0.95260227,754
0.96017236,755
0.98001754,756
0.84353405,757
0.6767519,758
0.9842419,759
0.99176794,760
0.999816,761
0.94370204,762
0.993723,763
0.9211997,764
0.9854065,765
0.99090004,766
0.975847,767
0.99971694,768
0.95043737,769
0.8533134,770
0.20533377,771
0.9730917,772
0.66668975,773
0.5009249,774
0.9999769,775
0.97533506,776
0.64872044,777
0.9795156,778
0.24704403,779
0.9273608,780
0.999503,781
0.99936825,782
0.18883473,783
0.998326,784
0.198169,785
0.99993074,786
0.9813741,787
0.9647061,788
0.959282,789
0.09705467,790
0.62959707,791
0.019663932,792
0.7641101,793
0.4199947,794
0.9981666,795
0.99715817,796
0.9121389,797
0.98466575,798
0.9041352,799
0.998724,800
0.07862375,801
0.99998105,802
0.8900251,803
0.9826491,804
0.99864036,805
0.5743061,806
0.5863134,807
0.77615684,808
0.31842244,809
0.6094925,810
0.9263657,811
0.9742717,812
0.92698747,813
0.99758047,814
0.41928098,815
0.98955244,816
0.68652827,817
0.9580743,818
0.98453045,819
0.9968918,820
0.15396568,821
0.973284,822
0.07453001,823
0.15111199,824
0.7790551,825
0.9999937,826
0.8353823,827
0.8586547,828
0.93924737,829
0.99450785,830
0.9995419,831
0.9987972,832
0.4804233,833
0.9998853,834
0.5206727,835
0.9835836,836
0.9392626,837
0.5560001,838
0.897686,839
0.99957925,840
0.8259689,841
0.07876883,842
0.39556637,843
0.1771392,844
0.99623114,845
0.9923085,846
0.9848679,847
0.8755336,848
0.3479161,849
0.74063957,850
0.924044,851
0.99076676,852
0.99954677,853
0.015825404,854
0.84596956,855
0.8918059,856
0.9146191,857
0.9947149,858
0.40252623,859
0.3061042,860
0.99203664,861
0.9935567,862
0.6975551,863
0.9212452,864
0.49956074,865
0.37057894,866
0.99980026,867
0.9565362,868
0.9763175,869
0.8572253,870
0.9808162,871
0.8532265,872
0.8929762,873
0.6104464,874
0.98452824,875
0.9991448,876
0.9073993,877
0.9866887,878
0.95698786,879
0.64779466,880
0.97744364,881
0.5705366,882
0.9981281,883
0.27070332,884
0.082785055,885
0.58367836,886
0.93358254,887
0.96094084,888
0.3849827,889
0.16448228,890
0.9796545,891
0.89436644,892
0.98227733,893
0.9558514,894
0.98065567,895
0.92623293,896
0.98209125,897
0.9501124,898
0.07781727,899
0.94669634,900
0.08677773,901
0.9365046,902
0.20222335,903
0.99965465,904
0.98416185,905
0.82865363,906
0.9190737,907
0.9590047,908
0.9994673,909
0.70825773,910
0.95167375,911
0.8111513,912
0.99989164,913
0.98708797,914
0.95102936,915
0.9777917,916
0.5009452,917
0.22983098,918
0.9826005,919
0.2799001,920
0.75381863,921
0.9999987,922
0.08938107,923
0.9843838,924
0.9959949,925
0.99836594,926
0.6620379,927
0.63731843,928
0.09011455,929
0.9999161,930
0.1652453,931
0.18610752,932
0.099515535,933
0.9811179,934
0.9579255,935
0.02690663,936
0.9990707,937
0.99263215,938
0.9882923,939
0.6699764,940
0.97833145,941
0.56126356,942
0.1605259,943
0.76656425,944
0.9833713,945
0.93310714,946
0.6973486,947
0.99225384,948
0.22252409,949
0.95772487,950
0.98641855,951
0.7152838,952
0.1006435,953
0.22749646,954
0.041619457,955
0.2965625,956
0.96523577,957
0.74488306,958
0.2760289,959
0.74740183,960
0.5721798,961
0.99892485,962
0.9608988,963
0.9994328,964
0.7280599,965
0.8700776,966
0.57530236,967
0.9611163,968
0.16802526,969
0.23680589,970
0.2109462,971
0.6515197,972
0.99604154,973
0.98834467,974
0.83836967,975
0.9853617,976
0.97783375,977
0.24369264,978
0.9904597,979
0.78831416,980
0.7510465,981
0.435988,982
0.9805665,983
0.99846756,984
0.8804762,985
0.2570069,986
0.98286474,987
0.96106493,988
0.4512608,989
0.9878462,990
0.9902429,991
0.74160576,992
0.74514323,993
0.32518196,994
0.78314286,995
0.9557158,996
0.19529252,997
0.36005503,998
0.9459264,999
0.9448855,1000
0.17665412,1001
0.8191016,1002
0.98685,1003
0.6737438,1004
0.9922278,1005
0.6056058,1006
0.9587089,1007
0.99999774,1008
0.918602,1009
0.35579354,1010
0.66611254,1011
0.34046197,1012
0.87207246,1013
0.85958,1014
0.8521816,1015
0.98573667,1016
0.0037808127,1017
0.9439342,1018
0.99427444,1019
0.23612413,1020
0.95262975,1021
0.97840506,1022
0.9577845,1023
0.9999995,1024
0.9683096,1025
0.6213012,1026
0.6730031,1027
0.9868226,1028
0.9606406,1029
0.9990945,1030
0.96629626,1031
0.94444305,1032
0.9790507,1033
0.107659176,1034
0.99625057,1035
0.91786623,1036
0.6417276,1037
0.95489746,1038
0.9221464,1039
0.97406536,1040
0.86342347,1041
0.9940889,1042
0.99628615,1043
0.7226944,1044
0.9998254,1045
0.99843436,1046
0.9990671,1047
0.82378787,1048
0.727783,1049
0.9987693,1050
0.5108473,1051
0.7435178,1052
0.9942496,1053
0.97978354,1054
0.8949815,1055
0.9610187,1056
0.505449,1057
0.9115025,1058
0.52212375,1059
0.73946625,1060
0.37029684,1061
0.37997708,1062
0.9973514,1063
0.13790917,1064
0.9949895,1065
0.5887054,1066
0.9260829,1067
0.98888993,1068
0.6725329,1069
0.78871304,1070
0.6580287,1071
0.98307437,1072
0.98384964,1073
0.96973497,1074
0.86706185,1075
0.99729145,1076
0.9750447,1077
0.18455835,1078
0.9781267,1079
0.9499416,1080
0.98962337,1081
0.7477351,1082
0.84077436,1083
0.9210279,1084
0.25170535,1085
0.9425484,1086
0.58750236,1087
0.9952774,1088
0.99649876,1089
0.23434605,1090
0.9959604,1091
0.99785554,1092
0.97800887,1093
0.9768936,1094
0.999683,1095
0.984831,1096
0.92397517,1097
0.20230001,1098
0.557519,1099
0.99876416,1100
0.06296606,1101
0.97722584,1102
0.9985104,1103
0.6224633,1104
0.3536484,1105
0.98947644,1106
0.7841987,1107
0.029085603,1108
0.14555499,1109
0.9873328,1110
0.15407398,1111
0.9531713,1112
0.96588826,1113
0.31387922,1114
0.99943763,1115
0.10943941,1116
0.9958014,1117
0.2625927,1118
0.10535748,1119
0.6448452,1120
0.9631808,1121
0.7932868,1122
0.99758816,1123
0.88049346,1124
0.30391073,1125
0.9964649,1126
0.3026483,1127
0.952281,1128
0.9804285,1129
0.104177475,1130
0.72020864,1131
0.9850863,1132
0.94885,1133
0.99111384,1134
0.9099652,1135
0.6681763,1136
0.96831995,1137
0.9422854,1138
0.9999465,1139
0.84966457,1140
0.88063514,1141
0.85596687,1142
0.974864,1143
0.9248195,1144
0.73991907,1145
0.9434073,1146
0.93934625,1147
0.4626426,1148
0.9508279,1149
0.99901414,1150
0.9329671,1151
0.9771086,1152
0.2998687,1153
0.9426224,1154
0.9779614,1155
0.8388414,1156
0.103271,1157
0.9491987,1158
0.15026852,1159
0.99380964,1160
0.911131,1161
0.99920696,1162
0.9997496,1163
0.5992049,1164
0.9986908,1165
0.60161865,1166
0.99526453,1167
0.39314085,1168
0.9848796,1169
0.33547956,1170
0.99220806,1171
0.9857808,1172
0.8779155,1173
0.8978965,1174
0.9857831,1175
0.39185444,1176
0.84464717,1177
0.9584576,1178
0.9032852,1179
0.5154545,1180
0.98488265,1181
0.85181713,1182
0.9572271,1183
0.48047626,1184
0.9858774,1185
0.8825889,1186
0.8953196,1187
0.5904235,1188
0.99600345,1189
0.4450451,1190
0.09158344,1191
0.84946615,1192
0.99051183,1193
0.54881394,1194
0.9856735,1195
0.10371432,1196
0.9933408,1197
0.9765331,1198
0.99744964,1199
0.82272667,1200
0.9890064,1201
0.9927292,1202
0.9818503,1203
0.5598993,1204
0.96001256,1205
0.9998554,1206
0.8300709,1207
0.99740523,1208
0.24676017,1209
0.9985177,1210
0.16594581,1211
0.98446125,1212
0.6293358,1213
0.61678797,1214
0.98703974,1215
0.99096537,1216
0.835422,1217
0.9842295,1218
0.8070444,1219
0.99906784,1220
0.98974556,1221
0.98947716,1222
0.9174428,1223
0.9912804,1224
0.9993747,1225
0.9913828,1226
0.9905336,1227
0.9854386,1228
0.9999,1229
0.96570235,1230
0.99878997,1231
0.963089,1232
0.99640775,1233
0.73784167,1234
0.83710116,1235
0.96100104,1236
0.59649515,1237
0.940273,1238
0.814465,1239
0.0031391012,1240
0.9997026,1241
0.5380906,1242
0.0579436,1243
0.02081332,1244
0.9968636,1245
0.28825745,1246
0.50333196,1247
0.3332334,1248
0.9965146,1249
0.89118636,1250
0.12683317,1251
0.60205114,1252
0.89580315,1253
0.6542785,1254
0.96652025,1255
0.97807014,1256
0.9917488,1257
0.9435359,1258
0.9871207,1259
0.98968655,1260
0.99854434,1261
0.9767706,1262
0.91540724,1263
0.9995266,1264
0.99948245,1265
0.91309756,1266
0.9922545,1267
0.8154225,1268
0.62511075,1269
0.57118464,1270
0.6132062,1271
0.9948008,1272
0.9388355,1273
0.9997416,1274
0.98900026,1275
0.35098225,1276
0.9708509,1277
0.90756196,1278
0.9989613,1279
0.99520504,1280
0.95953584,1281
0.98521787,1282
0.91098434,1283
0.13611442,1284
0.9513592,1285
0.9862985,1286
0.8946526,1287
0.7938794,1288
0.9260827,1289
0.9681005,1290
0.98996466,1291
0.89806837,1292
0.29007277,1293
0.96177673,1294
0.8856173,1295
0.33694136,1296
0.22081946,1297
0.99900264,1298
0.98254675,1299
0.5746649,1300
0.47420797,1301
0.2634634,1302
0.9837166,1303
0.9977683,1304
0.6634741,1305
0.97875804,1306
0.9999814,1307
0.9811874,1308
0.8988553,1309
0.98678917,1310
0.8445432,1311
0.9837461,1312
0.21332717,1313
0.98482645,1314
0.889384,1315
0.95864445,1316
0.6847061,1317
0.30368766,1318
0.061937172,1319
0.16574101,1320
0.9902408,1321
0.91948026,1322
0.31249565,1323
0.99880385,1324
0.945191,1325
0.99229324,1326
0.8936351,1327
0.24148315,1328
0.56005013,1329
0.91052854,1330
0.8927935,1331
0.9927498,1332
0.99943054,1333
0.60597384,1334
0.8836018,1335
0.99995327,1336
0.10225651,1337
0.23546833,1338
0.77810615,1339
0.5379841,1340
0.9965519,1341
0.9970024,1342
0.9692999,1343
0.98680323,1344
0.9388298,1345
0.96665347,1346
0.53287363,1347
0.99874866,1348
0.9776474,1349
0.99313474,1350
0.95426327,1351
0.75234926,1352
0.9875115,1353
0.99998474,1354
0.94184446,1355
0.82013154,1356
0.96270454,1357
0.31989637,1358
0.6938059,1359
0.9812019,1360
0.996265,1361
0.89108634,1362
0.9853807,1363
0.9889788,1364
0.9826637,1365
0.9158678,1366
0.9931769,1367
0.9829759,1368
0.99479127,1369
0.9978279,1370
0.95071787,1371
0.97386,1372
0.9865927,1373
0.13571763,1374
0.9730776,1375
0.39895964,1376
0.99509996,1377
0.9817099,1378
0.05711961,1379
0.5857198,1380
0.98736286,1381
0.9994529,1382
0.9999733,1383
0.7653239,1384
0.20901334,1385
0.94605446,1386
0.9768575,1387
0.91028583,1388
0.049344745,1389
0.9769884,1390
0.976591,1391
0.96328616,1392
0.9994585,1393
0.9742802,1394
0.9780242,1395
0.9805062,1396
0.49718472,1397
0.4546163,1398
0.913345,1399
0.95534736,1400
0.96271217,1401
0.9994317,1402
0.9920718,1403
0.019425651,1404
0.29626766,1405
0.96371657,1406
0.12063067,1407
0.9929889,1408
0.97688717,1409
0.87001246,1410
0.4572218,1411
0.9200405,1412
0.8265692,1413
0.9896799,1414
0.9426579,1415
0.10921485,1416
0.94013876,1417
0.9193539,1418
0.19119242,1419
0.97570604,1420
0.25881192,1421
0.9999304,1422
0.9728529,1423
0.90553623,1424
0.56010354,1425
0.80483407,1426
0.11874511,1427
0.11410658,1428
0.59432226,1429
0.9464823,1430
0.63178,1431
0.99738866,1432
0.774412,1433
0.4111027,1434
0.9932001,1435
0.3907799,1436
0.76785916,1437
0.9997527,1438
0.33163747,1439
0.99426645,1440
0.8404444,1441
0.2681838,1442
0.98134345,1443
0.01713584,1444
0.7846201,1445
0.2384903,1446
0.26979578,1447
0.004767443,1448
0.9294581,1449
0.9769654,1450
0.9992141,1451
0.32758066,1452
0.7020447,1453
0.9660945,1454
0.93979234,1455
0.7933727,1456
0.98813766,1457
0.9099823,1458
0.7132299,1459
0.8043994,1460
0.7635827,1461
0.9999211,1462
0.98304087,1463
0.9106335,1464
0.9981401,1465
0.40001428,1466
0.9924465,1467
0.33423063,1468
0.93802106,1469
0.9989907,1470
0.9703611,1471
0.8120998,1472
0.99835443,1473
0.9096476,1474
0.106232256,1475
0.9921675,1476
0.99844664,1477
0.08168954,1478
0.54286927,1479
0.78514636,1480
0.19199148,1481
0.28435028,1482
0.9988688,1483
0.8109948,1484
0.36878103,1485
0.019380653,1486
0.58412457,1487
0.38652655,1488
0.46886417,1489
0.9973913,1490
0.94998944,1491
0.6890734,1492
0.988335,1493
0.6385409,1494
0.83460176,1495
0.9662073,1496
0.746915,1497
0.97898245,1498
0.77238584,1499
0.998094,1500
0.46725988,1501
0.24679995,1502
0.94922394,1503
0.71382725,1504
0.9856852,1505
0.17784058,1506
0.7936091,1507
0.99042964,1508
0.9002433,1509
0.9413307,1510
0.98979175,1511
0.9233818,1512
0.9988613,1513
0.9808626,1514
0.22779284,1515
0.1802315,1516
0.54425806,1517
0.97091633,1518
0.979026,1519
0.12943298,1520
0.618404,1521
0.99806076,1522
0.478106,1523
0.19455726,1524
0.9925823,1525
0.115058884,1526
0.6784371,1527
0.84510076,1528
0.9959514,1529
0.7134299,1530
0.97719646,1531
0.96257687,1532
0.98398215,1533
0.06866141,1534
0.9999931,1535
0.99907625,1536
0.7221083,1537
0.31107476,1538
0.92933387,1539
0.99025893,1540
0.8655263,1541
0.9987835,1542
0.0817471,1543
0.94812316,1544
0.9988729,1545
0.99552166,1546
0.853632,1547
0.9753298,1548
0.9999113,1549
0.79053223,1550
0.9760459,1551
0.9988982,1552
0.78929883,1553
0.9902997,1554
0.91364294,1555
0.92054087,1556
0.9883835,1557
0.9586834,1558
0.97076577,1559
0.96229285,1560
0.9411484,1561
0.06634927,1562
0.1732897,1563
0.97383255,1564
0.96209407,1565
0.96742994,1566
0.9646766,1567
0.9406521,1568
0.9993771,1569
0.99644053,1570
0.96970326,1571
0.9119914,1572
0.9985165,1573
0.7256728,1574
0.22019471,1575
0.9731704,1576
0.9763588,1577
0.99675095,1578
0.99337125,1579
0.967405,1580
0.9717202,1581
0.5879708,1582
0.98348826,1583
0.9845367,1584
0.9847803,1585
0.88903624,1586
0.9962509,1587
0.97966903,1588
0.84693146,1589
0.17575233,1590
0.18866852,1591
0.9987766,1592
0.99528956,1593
0.47859502,1594
0.780454,1595
0.9960245,1596
0.9920127,1597
0.92396593,1598
0.9345791,1599
0.72783184,1600
0.9992988,1601
0.40341088,1602
0.3336046,1603
0.9981483,1604
0.17538755,1605
0.47122988,1606
0.9760248,1607
0.42812064,1608
0.99480814,1609
0.9574373,1610
0.9981804,1611
0.9888405,1612
0.9906855,1613
0.3275527,1614
0.9171857,1615
0.9628762,1616
0.14273274,1617
0.6691181,1618
0.99756753,1619
0.9938794,1620
0.23417988,1621
0.9969945,1622
0.87784463,1623
0.9873398,1624
0.98358417,1625
0.5641677,1626
0.14694951,1627
0.83283806,1628
0.9909073,1629
0.10415908,1630
0.81150246,1631
0.89711565,1632
0.78209996,1633
0.3934332,1634
0.8621224,1635
0.38890675,1636
0.9767891,1637
0.96327513,1638
0.419103,1639
0.9781649,1640
0.68080324,1641
0.9713397,1642
0.9996075,1643
0.30686027,1644
0.99198747,1645
0.86681104,1646
0.98584867,1647
0.994255,1648
0.9388977,1649
0.9040992,1650
0.9999237,1651
0.9982512,1652
0.9275142,1653
0.90750414,1654
0.3846298,1655
0.9487241,1656
0.967057,1657
0.9975624,1658
0.26081622,1659
0.99987876,1660
0.67805856,1661
0.5200775,1662
0.016336357,1663
0.9623891,1664
0.9539834,1665
0.9543254,1666
0.9415876,1667
0.38277733,1668
0.99101585,1669
0.8650669,1670
0.4790719,1671
0.99875057,1672
